,market_datetimes
2095,2024-03-14 12:30:00
2096,2024-03-14 13:30:00
2097,2024-03-14 14:30:00
2098,2024-03-14 15:30:00
2099,2024-03-15 09:30:00
2100,2024-03-15 10:30:00
2101,2024-03-15 11:30:00
2102,2024-03-15 12:30:00
2103,2024-03-15 13:30:00
2104,2024-03-15 14:30:00
2105,2024-03-15 15:30:00
2106,2024-03-18 09:30:00
2107,2024-03-18 10:30:00
2108,2024-03-18 11:30:00
2109,2024-03-18 12:30:00
2110,2024-03-18 13:30:00
2111,2024-03-18 14:30:00
2112,2024-03-18 15:30:00
2113,2024-03-19 09:30:00
2114,2024-03-19 10:30:00
2115,2024-03-19 11:30:00
2116,2024-03-19 12:30:00
2117,2024-03-19 13:30:00
2118,2024-03-19 14:30:00
2119,2024-03-19 15:30:00
2120,2024-03-20 09:30:00
2121,2024-03-20 10:30:00
2122,2024-03-20 11:30:00
2123,2024-03-20 12:30:00
2124,2024-03-20 13:30:00
2125,2024-03-20 14:30:00
2126,2024-03-20 15:30:00
2127,2024-03-21 09:30:00
2128,2024-03-21 10:30:00
2129,2024-03-21 11:30:00
2130,2024-03-21 12:30:00
2131,2024-03-21 13:30:00
2132,2024-03-21 14:30:00
2133,2024-03-21 15:30:00
2134,2024-03-22 09:30:00
2135,2024-03-22 10:30:00
2136,2024-03-22 11:30:00
2137,2024-03-22 12:30:00
2138,2024-03-22 13:30:00
2139,2024-03-22 14:30:00
2140,2024-03-22 15:30:00
2141,2024-03-25 09:30:00
2142,2024-03-25 10:30:00
2143,2024-03-25 11:30:00
2144,2024-03-25 12:30:00
2145,2024-03-25 13:30:00
2146,2024-03-25 14:30:00
2147,2024-03-25 15:30:00
2148,2024-03-26 09:30:00
2149,2024-03-26 10:30:00
2150,2024-03-26 11:30:00
2151,2024-03-26 12:30:00
2152,2024-03-26 13:30:00
2153,2024-03-26 14:30:00
2154,2024-03-26 15:30:00
2155,2024-03-27 09:30:00
2156,2024-03-27 10:30:00
2157,2024-03-27 11:30:00
2158,2024-03-27 12:30:00
2159,2024-03-27 13:30:00
2160,2024-03-27 14:30:00
2161,2024-03-27 15:30:00
2162,2024-03-28 09:30:00
2163,2024-03-28 10:30:00
2164,2024-03-28 11:30:00
2165,2024-03-28 12:30:00
2166,2024-03-28 13:30:00
2167,2024-03-28 14:30:00
2168,2024-03-28 15:30:00
2169,2024-04-01 09:30:00
2170,2024-04-01 10:30:00
2171,2024-04-01 11:30:00
2172,2024-04-01 12:30:00
2173,2024-04-01 13:30:00
2174,2024-04-01 14:30:00
2175,2024-04-01 15:30:00
2176,2024-04-02 09:30:00
2177,2024-04-02 10:30:00
2178,2024-04-02 11:30:00
2179,2024-04-02 12:30:00
2180,2024-04-02 13:30:00
2181,2024-04-02 14:30:00
2182,2024-04-02 15:30:00
2183,2024-04-03 09:30:00
2184,2024-04-03 10:30:00
2185,2024-04-03 11:30:00
2186,2024-04-03 12:30:00
2187,2024-04-03 13:30:00
2188,2024-04-03 14:30:00
2189,2024-04-03 15:30:00
2190,2024-04-04 09:30:00
2191,2024-04-04 10:30:00
2192,2024-04-04 11:30:00
2193,2024-04-04 12:30:00
2194,2024-04-04 13:30:00
2195,2024-04-04 14:30:00
2196,2024-04-04 15:30:00
2197,2024-04-05 09:30:00
2198,2024-04-05 10:30:00
2199,2024-04-05 11:30:00
2200,2024-04-05 12:30:00
2201,2024-04-05 13:30:00
2202,2024-04-05 14:30:00
2203,2024-04-05 15:30:00
2204,2024-04-08 09:30:00
2205,2024-04-08 10:30:00
2206,2024-04-08 11:30:00
2207,2024-04-08 12:30:00
2208,2024-04-08 13:30:00
2209,2024-04-08 14:30:00
2210,2024-04-08 15:30:00
2211,2024-04-09 09:30:00
2212,2024-04-09 10:30:00
2213,2024-04-09 11:30:00
2214,2024-04-09 12:30:00
2215,2024-04-09 13:30:00
2216,2024-04-09 14:30:00
2217,2024-04-09 15:30:00
2218,2024-04-10 09:30:00
2219,2024-04-10 10:30:00
2220,2024-04-10 11:30:00
2221,2024-04-10 12:30:00
2222,2024-04-10 13:30:00
2223,2024-04-10 14:30:00
2224,2024-04-10 15:30:00
2225,2024-04-11 09:30:00
2226,2024-04-11 10:30:00
2227,2024-04-11 11:30:00
2228,2024-04-11 12:30:00
2229,2024-04-11 13:30:00
2230,2024-04-11 14:30:00
2231,2024-04-11 15:30:00
2232,2024-04-12 09:30:00
2233,2024-04-12 10:30:00
2234,2024-04-12 11:30:00
2235,2024-04-12 12:30:00
2236,2024-04-12 13:30:00
2237,2024-04-12 14:30:00
2238,2024-04-12 15:30:00
2239,2024-04-15 09:30:00
2240,2024-04-15 10:30:00
2241,2024-04-15 11:30:00
2242,2024-04-15 12:30:00
2243,2024-04-15 13:30:00
2244,2024-04-15 14:30:00
2245,2024-04-15 15:30:00
2246,2024-04-16 09:30:00
2247,2024-04-16 10:30:00
2248,2024-04-16 11:30:00
2249,2024-04-16 12:30:00
2250,2024-04-16 13:30:00
2251,2024-04-16 14:30:00
2252,2024-04-16 15:30:00
2253,2024-04-17 09:30:00
2254,2024-04-17 10:30:00
2255,2024-04-17 11:30:00
2256,2024-04-17 12:30:00
2257,2024-04-17 13:30:00
2258,2024-04-17 14:30:00
2259,2024-04-17 15:30:00
2260,2024-04-18 09:30:00
2261,2024-04-18 10:30:00
2262,2024-04-18 11:30:00
2263,2024-04-18 12:30:00
2264,2024-04-18 13:30:00
2265,2024-04-18 14:30:00
2266,2024-04-18 15:30:00
2267,2024-04-19 09:30:00
2268,2024-04-19 10:30:00
2269,2024-04-19 11:30:00
2270,2024-04-19 12:30:00
2271,2024-04-19 13:30:00
2272,2024-04-19 14:30:00
2273,2024-04-19 15:30:00
2274,2024-04-22 09:30:00
2275,2024-04-22 10:30:00
2276,2024-04-22 11:30:00
2277,2024-04-22 12:30:00
2278,2024-04-22 13:30:00
2279,2024-04-22 14:30:00
2280,2024-04-22 15:30:00
2281,2024-04-23 09:30:00
2282,2024-04-23 10:30:00
2283,2024-04-23 11:30:00
2284,2024-04-23 12:30:00
2285,2024-04-23 13:30:00
2286,2024-04-23 14:30:00
2287,2024-04-23 15:30:00
2288,2024-04-24 09:30:00
2289,2024-04-24 10:30:00
2290,2024-04-24 11:30:00
2291,2024-04-24 12:30:00
2292,2024-04-24 13:30:00
2293,2024-04-24 14:30:00
2294,2024-04-24 15:30:00
2295,2024-04-25 09:30:00
2296,2024-04-25 10:30:00
2297,2024-04-25 11:30:00
2298,2024-04-25 12:30:00
2299,2024-04-25 13:30:00
2300,2024-04-25 14:30:00
2301,2024-04-25 15:30:00
2302,2024-04-26 09:30:00
2303,2024-04-26 10:30:00
2304,2024-04-26 11:30:00
2305,2024-04-26 12:30:00
2306,2024-04-26 13:30:00
2307,2024-04-26 14:30:00
2308,2024-04-26 15:30:00
2309,2024-04-29 09:30:00
2310,2024-04-29 10:30:00
2311,2024-04-29 11:30:00
2312,2024-04-29 12:30:00
2313,2024-04-29 13:30:00
2314,2024-04-29 14:30:00
2315,2024-04-29 15:30:00
2316,2024-04-30 09:30:00
2317,2024-04-30 10:30:00
2318,2024-04-30 11:30:00
2319,2024-04-30 12:30:00
2320,2024-04-30 13:30:00
2321,2024-04-30 14:30:00
2322,2024-04-30 15:30:00
2323,2024-05-01 09:30:00
2324,2024-05-01 10:30:00
2325,2024-05-01 11:30:00
2326,2024-05-01 12:30:00
2327,2024-05-01 13:30:00
2328,2024-05-01 14:30:00
2329,2024-05-01 15:30:00
2330,2024-05-02 09:30:00
2331,2024-05-02 10:30:00
2332,2024-05-02 11:30:00
2333,2024-05-02 12:30:00
2334,2024-05-02 13:30:00
2335,2024-05-02 14:30:00
2336,2024-05-02 15:30:00
2337,2024-05-03 09:30:00
2338,2024-05-03 10:30:00
2339,2024-05-03 11:30:00
2340,2024-05-03 12:30:00
2341,2024-05-03 13:30:00
2342,2024-05-03 14:30:00
2343,2024-05-03 15:30:00
2344,2024-05-06 09:30:00
2345,2024-05-06 10:30:00
2346,2024-05-06 11:30:00
2347,2024-05-06 12:30:00
2348,2024-05-06 13:30:00
2349,2024-05-06 14:30:00
2350,2024-05-06 15:30:00
2351,2024-05-07 09:30:00
2352,2024-05-07 10:30:00
2353,2024-05-07 11:30:00
2354,2024-05-07 12:30:00
2355,2024-05-07 13:30:00
2356,2024-05-07 14:30:00
2357,2024-05-07 15:30:00
2358,2024-05-08 09:30:00
2359,2024-05-08 10:30:00
2360,2024-05-08 11:30:00
2361,2024-05-08 12:30:00
2362,2024-05-08 13:30:00
2363,2024-05-08 14:30:00
2364,2024-05-08 15:30:00
2365,2024-05-09 09:30:00
2366,2024-05-09 10:30:00
2367,2024-05-09 11:30:00
2368,2024-05-09 12:30:00
2369,2024-05-09 13:30:00
2370,2024-05-09 14:30:00
2371,2024-05-09 15:30:00
2372,2024-05-10 09:30:00
2373,2024-05-10 10:30:00
2374,2024-05-10 11:30:00
2375,2024-05-10 12:30:00
2376,2024-05-10 13:30:00
2377,2024-05-10 14:30:00
2378,2024-05-10 15:30:00
2379,2024-05-13 09:30:00
2380,2024-05-13 10:30:00
2381,2024-05-13 11:30:00
2382,2024-05-13 12:30:00
2383,2024-05-13 13:30:00
2384,2024-05-13 14:30:00
2385,2024-05-13 15:30:00
2386,2024-05-14 09:30:00
2387,2024-05-14 10:30:00
2388,2024-05-14 11:30:00
2389,2024-05-14 12:30:00
2390,2024-05-14 13:30:00
2391,2024-05-14 14:30:00
2392,2024-05-14 15:30:00
2393,2024-05-15 09:30:00
2394,2024-05-15 10:30:00
2395,2024-05-15 11:30:00
2396,2024-05-15 12:30:00
2397,2024-05-15 13:30:00
2398,2024-05-15 14:30:00
2399,2024-05-15 15:30:00
2400,2024-05-16 09:30:00
2401,2024-05-16 10:30:00
2402,2024-05-16 11:30:00
2403,2024-05-16 12:30:00
2404,2024-05-16 13:30:00
2405,2024-05-16 14:30:00
2406,2024-05-16 15:30:00
2407,2024-05-17 09:30:00
2408,2024-05-17 10:30:00
2409,2024-05-17 11:30:00
2410,2024-05-17 12:30:00
2411,2024-05-17 13:30:00
2412,2024-05-17 14:30:00
2413,2024-05-17 15:30:00
2414,2024-05-20 09:30:00
2415,2024-05-20 10:30:00
2416,2024-05-20 11:30:00
2417,2024-05-20 12:30:00
2418,2024-05-20 13:30:00
2419,2024-05-20 14:30:00
2420,2024-05-20 15:30:00
2421,2024-05-21 09:30:00
2422,2024-05-21 10:30:00
2423,2024-05-21 11:30:00
2424,2024-05-21 12:30:00
2425,2024-05-21 13:30:00
2426,2024-05-21 14:30:00
2427,2024-05-21 15:30:00
2428,2024-05-22 09:30:00
2429,2024-05-22 10:30:00
2430,2024-05-22 11:30:00
2431,2024-05-22 12:30:00
2432,2024-05-22 13:30:00
2433,2024-05-22 14:30:00
2434,2024-05-22 15:30:00
2435,2024-05-23 09:30:00
2436,2024-05-23 10:30:00
2437,2024-05-23 11:30:00
2438,2024-05-23 12:30:00
2439,2024-05-23 13:30:00
2440,2024-05-23 14:30:00
2441,2024-05-23 15:30:00
2442,2024-05-24 09:30:00
2443,2024-05-24 10:30:00
2444,2024-05-24 11:30:00
2445,2024-05-24 12:30:00
2446,2024-05-24 13:30:00
2447,2024-05-24 14:30:00
2448,2024-05-24 15:30:00
2449,2024-05-28 09:30:00
2450,2024-05-28 10:30:00
2451,2024-05-28 11:30:00
2452,2024-05-28 12:30:00
2453,2024-05-28 13:30:00
2454,2024-05-28 14:30:00
2455,2024-05-28 15:30:00
2456,2024-05-29 09:30:00
2457,2024-05-29 10:30:00
2458,2024-05-29 11:30:00
2459,2024-05-29 12:30:00
2460,2024-05-29 13:30:00
2461,2024-05-29 14:30:00
2462,2024-05-29 15:30:00
2463,2024-05-30 09:30:00
2464,2024-05-30 10:30:00
2465,2024-05-30 11:30:00
2466,2024-05-30 12:30:00
2467,2024-05-30 13:30:00
2468,2024-05-30 14:30:00
2469,2024-05-30 15:30:00
2470,2024-05-31 09:30:00
2471,2024-05-31 10:30:00
2472,2024-05-31 11:30:00
2473,2024-05-31 12:30:00
2474,2024-05-31 13:30:00
2475,2024-05-31 14:30:00
2476,2024-05-31 15:30:00
2477,2024-06-03 09:30:00
2478,2024-06-03 10:30:00
2479,2024-06-03 11:30:00
2480,2024-06-03 12:30:00
2481,2024-06-03 13:30:00
2482,2024-06-03 14:30:00
2483,2024-06-03 15:30:00
2484,2024-06-04 09:30:00
2485,2024-06-04 10:30:00
2486,2024-06-04 11:30:00
2487,2024-06-04 12:30:00
2488,2024-06-04 13:30:00
2489,2024-06-04 14:30:00
2490,2024-06-04 15:30:00
2491,2024-06-05 09:30:00
2492,2024-06-05 10:30:00
2493,2024-06-05 11:30:00
2494,2024-06-05 12:30:00
2495,2024-06-05 13:30:00
2496,2024-06-05 14:30:00
2497,2024-06-05 15:30:00
2498,2024-06-06 09:30:00
2499,2024-06-06 10:30:00
2500,2024-06-06 11:30:00
2501,2024-06-06 12:30:00
2502,2024-06-06 13:30:00
2503,2024-06-06 14:30:00
2504,2024-06-06 15:30:00
2505,2024-06-07 09:30:00
2506,2024-06-07 10:30:00
2507,2024-06-07 11:30:00
2508,2024-06-07 12:30:00
2509,2024-06-07 13:30:00
2510,2024-06-07 14:30:00
2511,2024-06-07 15:30:00
2512,2024-06-10 09:30:00
2513,2024-06-10 10:30:00
2514,2024-06-10 11:30:00
2515,2024-06-10 12:30:00
2516,2024-06-10 13:30:00
2517,2024-06-10 14:30:00
2518,2024-06-10 15:30:00
2519,2024-06-11 09:30:00
2520,2024-06-11 10:30:00
2521,2024-06-11 11:30:00
2522,2024-06-11 12:30:00
2523,2024-06-11 13:30:00
2524,2024-06-11 14:30:00
2525,2024-06-11 15:30:00
2526,2024-06-12 09:30:00
2527,2024-06-12 10:30:00
2528,2024-06-12 11:30:00
2529,2024-06-12 12:30:00
2530,2024-06-12 13:30:00
2531,2024-06-12 14:30:00
2532,2024-06-12 15:30:00
2533,2024-06-13 09:30:00
2534,2024-06-13 10:30:00
2535,2024-06-13 11:30:00
2536,2024-06-13 12:30:00
2537,2024-06-13 13:30:00
2538,2024-06-13 14:30:00
2539,2024-06-13 15:30:00
2540,2024-06-14 09:30:00
2541,2024-06-14 10:30:00
2542,2024-06-14 11:30:00
2543,2024-06-14 12:30:00
2544,2024-06-14 13:30:00
2545,2024-06-14 14:30:00
2546,2024-06-14 15:30:00
2547,2024-06-17 09:30:00
2548,2024-06-17 10:30:00
2549,2024-06-17 11:30:00
2550,2024-06-17 12:30:00
2551,2024-06-17 13:30:00
2552,2024-06-17 14:30:00
2553,2024-06-17 15:30:00
2554,2024-06-18 09:30:00
2555,2024-06-18 10:30:00
2556,2024-06-18 11:30:00
2557,2024-06-18 12:30:00
2558,2024-06-18 13:30:00
2559,2024-06-18 14:30:00
2560,2024-06-18 15:30:00
2561,2024-06-20 09:30:00
2562,2024-06-20 10:30:00
2563,2024-06-20 11:30:00
2564,2024-06-20 12:30:00
2565,2024-06-20 13:30:00
2566,2024-06-20 14:30:00
2567,2024-06-20 15:30:00
2568,2024-06-21 09:30:00
2569,2024-06-21 10:30:00
2570,2024-06-21 11:30:00
2571,2024-06-21 12:30:00
2572,2024-06-21 13:30:00
2573,2024-06-21 14:30:00
2574,2024-06-21 15:30:00
2575,2024-06-24 09:30:00
2576,2024-06-24 10:30:00
2577,2024-06-24 11:30:00
2578,2024-06-24 12:30:00
2579,2024-06-24 13:30:00
2580,2024-06-24 14:30:00
2581,2024-06-24 15:30:00
2582,2024-06-25 09:30:00
2583,2024-06-25 10:30:00
2584,2024-06-25 11:30:00
2585,2024-06-25 12:30:00
2586,2024-06-25 13:30:00
2587,2024-06-25 14:30:00
2588,2024-06-25 15:30:00
2589,2024-06-26 09:30:00
2590,2024-06-26 10:30:00
2591,2024-06-26 11:30:00
2592,2024-06-26 12:30:00
2593,2024-06-26 13:30:00
2594,2024-06-26 14:30:00
2595,2024-06-26 15:30:00
2596,2024-06-27 09:30:00
2597,2024-06-27 10:30:00
2598,2024-06-27 11:30:00
2599,2024-06-27 12:30:00
2600,2024-06-27 13:30:00
2601,2024-06-27 14:30:00
2602,2024-06-27 15:30:00
2603,2024-06-28 09:30:00
2604,2024-06-28 10:30:00
2605,2024-06-28 11:30:00
2606,2024-06-28 12:30:00
2607,2024-06-28 13:30:00
2608,2024-06-28 14:30:00
2609,2024-06-28 15:30:00
2610,2024-07-01 09:30:00
2611,2024-07-01 10:30:00
2612,2024-07-01 11:30:00
2613,2024-07-01 12:30:00
2614,2024-07-01 13:30:00
2615,2024-07-01 14:30:00
2616,2024-07-01 15:30:00
2617,2024-07-02 09:30:00
2618,2024-07-02 10:30:00
2619,2024-07-02 11:30:00
2620,2024-07-02 12:30:00
2621,2024-07-02 13:30:00
2622,2024-07-02 14:30:00
2623,2024-07-02 15:30:00
2624,2024-07-03 09:30:00
2625,2024-07-03 10:30:00
2626,2024-07-03 11:30:00
2627,2024-07-05 09:30:00
2628,2024-07-05 10:30:00
2629,2024-07-05 11:30:00
2630,2024-07-05 12:30:00
2631,2024-07-05 13:30:00
2632,2024-07-05 14:30:00
2633,2024-07-05 15:30:00
2634,2024-07-08 09:30:00
2635,2024-07-08 10:30:00
2636,2024-07-08 11:30:00
2637,2024-07-08 12:30:00
2638,2024-07-08 13:30:00
2639,2024-07-08 14:30:00
2640,2024-07-08 15:30:00
2641,2024-07-09 09:30:00
2642,2024-07-09 10:30:00
2643,2024-07-09 11:30:00
2644,2024-07-09 12:30:00
2645,2024-07-09 13:30:00
2646,2024-07-09 14:30:00
2647,2024-07-09 15:30:00
2648,2024-07-10 09:30:00
2649,2024-07-10 10:30:00
2650,2024-07-10 11:30:00
2651,2024-07-10 12:30:00
2652,2024-07-10 13:30:00
2653,2024-07-10 14:30:00
2654,2024-07-10 15:30:00
2655,2024-07-11 09:30:00
2656,2024-07-11 10:30:00
2657,2024-07-11 11:30:00
2658,2024-07-11 12:30:00
2659,2024-07-11 13:30:00
2660,2024-07-11 14:30:00
2661,2024-07-11 15:30:00
2662,2024-07-12 09:30:00
2663,2024-07-12 10:30:00
2664,2024-07-12 11:30:00
2665,2024-07-12 12:30:00
2666,2024-07-12 13:30:00
2667,2024-07-12 14:30:00
2668,2024-07-12 15:30:00
2669,2024-07-15 09:30:00
2670,2024-07-15 10:30:00
2671,2024-07-15 11:30:00
2672,2024-07-15 12:30:00
2673,2024-07-15 13:30:00
2674,2024-07-15 14:30:00
2675,2024-07-15 15:30:00
2676,2024-07-16 09:30:00
2677,2024-07-16 10:30:00
2678,2024-07-16 11:30:00
2679,2024-07-16 12:30:00
2680,2024-07-16 13:30:00
2681,2024-07-16 14:30:00
2682,2024-07-16 15:30:00
2683,2024-07-17 09:30:00
2684,2024-07-17 10:30:00
2685,2024-07-17 11:30:00
2686,2024-07-17 12:30:00
2687,2024-07-17 13:30:00
2688,2024-07-17 14:30:00
2689,2024-07-17 15:30:00
2690,2024-07-18 09:30:00
2691,2024-07-18 10:30:00
2692,2024-07-18 11:30:00
2693,2024-07-18 12:30:00
2694,2024-07-18 13:30:00
2695,2024-07-18 14:30:00
2696,2024-07-18 15:30:00
2697,2024-07-19 09:30:00
2698,2024-07-19 10:30:00
2699,2024-07-19 11:30:00
2700,2024-07-19 12:30:00
2701,2024-07-19 13:30:00
2702,2024-07-19 14:30:00
2703,2024-07-19 15:30:00
2704,2024-07-22 09:30:00
2705,2024-07-22 10:30:00
2706,2024-07-22 11:30:00
2707,2024-07-22 12:30:00
2708,2024-07-22 13:30:00
2709,2024-07-22 14:30:00
2710,2024-07-22 15:30:00
2711,2024-07-23 09:30:00
2712,2024-07-23 10:30:00
2713,2024-07-23 11:30:00
2714,2024-07-23 12:30:00
2715,2024-07-23 13:30:00
2716,2024-07-23 14:30:00
2717,2024-07-23 15:30:00
2718,2024-07-24 09:30:00
2719,2024-07-24 10:30:00
2720,2024-07-24 11:30:00
2721,2024-07-24 12:30:00
2722,2024-07-24 13:30:00
2723,2024-07-24 14:30:00
2724,2024-07-24 15:30:00
2725,2024-07-25 09:30:00
2726,2024-07-25 10:30:00
2727,2024-07-25 11:30:00
2728,2024-07-25 12:30:00
2729,2024-07-25 13:30:00
2730,2024-07-25 14:30:00
2731,2024-07-25 15:30:00
2732,2024-07-26 09:30:00
2733,2024-07-26 10:30:00
2734,2024-07-26 11:30:00
2735,2024-07-26 12:30:00
2736,2024-07-26 13:30:00
2737,2024-07-26 14:30:00
2738,2024-07-26 15:30:00
2739,2024-07-29 09:30:00
2740,2024-07-29 10:30:00
2741,2024-07-29 11:30:00
2742,2024-07-29 12:30:00
2743,2024-07-29 13:30:00
2744,2024-07-29 14:30:00
2745,2024-07-29 15:30:00
2746,2024-07-30 09:30:00
2747,2024-07-30 10:30:00
2748,2024-07-30 11:30:00
2749,2024-07-30 12:30:00
2750,2024-07-30 13:30:00
2751,2024-07-30 14:30:00
2752,2024-07-30 15:30:00
2753,2024-07-31 09:30:00
2754,2024-07-31 10:30:00
2755,2024-07-31 11:30:00
2756,2024-07-31 12:30:00
2757,2024-07-31 13:30:00
2758,2024-07-31 14:30:00
2759,2024-07-31 15:30:00
2760,2024-08-01 09:30:00
2761,2024-08-01 10:30:00
2762,2024-08-01 11:30:00
2763,2024-08-01 12:30:00
2764,2024-08-01 13:30:00
2765,2024-08-01 14:30:00
2766,2024-08-01 15:30:00
2767,2024-08-02 09:30:00
2768,2024-08-02 10:30:00
2769,2024-08-02 11:30:00
2770,2024-08-02 12:30:00
2771,2024-08-02 13:30:00
2772,2024-08-02 14:30:00
2773,2024-08-02 15:30:00
2774,2024-08-05 09:30:00
2775,2024-08-05 10:30:00
2776,2024-08-05 11:30:00
2777,2024-08-05 12:30:00
2778,2024-08-05 13:30:00
